Email;Event;Framecount;PotionRotationX;PotionRotationY;PotionRotationZ;SessionID;Timestamp
anonymous;Sample;793;0.2934;-0.2031;-0.8101;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:54.1370
anonymous;Sample;795;0.2929;-0.2035;-0.8128;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:54.1659
anonymous;Sample;797;0.2935;-0.2020;-0.8127;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:54.1956
anonymous;Sample;799;0.2940;-0.2006;-0.8125;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:54.2225
anonymous;Sample;801;0.2943;-0.2001;-0.8129;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:54.2499
anonymous;Sample;803;0.2949;-0.1997;-0.8141;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:54.2777
anonymous;Sample;805;0.2952;-0.1986;-0.8140;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:54.3048
anonymous;Sample;807;0.2956;-0.1979;-0.8142;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:54.3329
anonymous;Sample;809;0.2963;-0.1972;-0.8163;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:54.3606
anonymous;Sample;811;0.2957;-0.1963;-0.8167;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:54.3882
anonymous;Sample;813;0.2962;-0.1955;-0.8176;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:54.4149
anonymous;Sample;815;0.2975;-0.1943;-0.8192;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:54.4442
anonymous;Sample;817;0.2988;-0.1957;-0.8228;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:54.4718
anonymous;Sample;819;0.2995;-0.1987;-0.8261;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:54.4982
anonymous;Sample;821;0.2987;-0.1968;-0.8226;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:54.5268
anonymous;Sample;823;0.2981;-0.1944;-0.8198;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:54.5543
anonymous;Sample;825;0.2987;-0.1949;-0.8206;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:54.5815
anonymous;Sample;827;0.2992;-0.1950;-0.8186;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:54.6094
anonymous;Sample;829;0.2970;-0.1883;-0.8072;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:54.6383
anonymous;Sample;831;0.2966;-0.1785;-0.7972;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:54.6652
anonymous;Sample;833;0.2990;-0.1768;-0.7872;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:54.6927
anonymous;Sample;835;0.2952;-0.1818;-0.7834;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:54.7216
anonymous;Sample;837;0.2940;-0.1822;-0.7733;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:54.7488
anonymous;Sample;839;0.2927;-0.1748;-0.7497;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:54.7764
anonymous;Sample;841;0.2898;-0.1734;-0.7410;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:54.8044
anonymous;Sample;843;0.2855;-0.1782;-0.7270;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:54.8324
anonymous;Sample;845;0.2695;-0.1764;-0.6750;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:54.8607
anonymous;Sample;847;0.2622;-0.1549;-0.6349;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:54.8882
anonymous;Sample;849;0.2674;-0.1622;-0.6252;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:54.9159
anonymous;Sample;851;0.2422;-0.1629;-0.5832;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:54.9437
anonymous;Sample;853;0.2191;-0.1363;-0.5126;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:54.9714
anonymous;Sample;855;0.2096;-0.1352;-0.5100;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:54.9998
anonymous;Sample;857;0.1829;-0.1285;-0.4474;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:55.0264
anonymous;Sample;859;0.1749;-0.1220;-0.3977;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:55.0549
anonymous;Sample;861;0.1694;-0.1416;-0.3889;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:55.0830
anonymous;Sample;863;0.1455;-0.1323;-0.3244;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:55.1112
anonymous;Sample;865;0.1349;-0.1319;-0.2998;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:55.1375
anonymous;Sample;867;0.1155;-0.1155;-0.2479;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:55.1645
anonymous;Sample;869;0.1212;-0.1260;-0.2365;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:55.1931
anonymous;Sample;871;0.1193;-0.1260;-0.1917;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:55.2214
anonymous;Sample;873;0.1048;-0.1016;-0.1534;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:55.2494
anonymous;Sample;875;0.1147;-0.1080;-0.1413;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:55.2771
anonymous;Sample;877;0.1192;-0.1149;-0.1162;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:55.3046
anonymous;Sample;879;0.0870;-0.0935;-0.0750;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:55.3333
anonymous;Sample;881;0.0850;-0.0917;-0.0568;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:55.3598
anonymous;Sample;883;0.0882;-0.1025;-0.0556;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:55.3874
anonymous;Sample;885;0.0673;-0.0891;-0.0100;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:55.4152
anonymous;Sample;887;0.0573;-0.0795;0.0017;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:55.4444
anonymous;Sample;889;0.0504;-0.0681;0.0312;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:55.4714
anonymous;Sample;891;0.0443;-0.0852;0.0419;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:55.4996
anonymous;Sample;893;0.0560;-0.0903;0.0258;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:55.5271
anonymous;Sample;895;0.0569;-0.0860;0.0137;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:55.5546
anonymous;Sample;897;0.0532;-0.0795;0.0202;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:55.5832
anonymous;Sample;899;0.0483;-0.0742;0.0154;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:55.6096
anonymous;Sample;901;0.0557;-0.0854;-0.0036;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:55.6376
anonymous;Sample;903;0.0640;-0.0913;-0.0034;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:55.6654
anonymous;Sample;905;0.0675;-0.0832;-0.0109;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:55.6933
anonymous;Sample;907;0.0599;-0.0764;-0.0050;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:55.7214
anonymous;Sample;909;0.0613;-0.0837;-0.0054;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:55.7492
anonymous;Sample;911;0.0792;-0.0992;-0.0268;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:55.7766
anonymous;Sample;913;0.0681;-0.0824;-0.0145;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:55.8051
anonymous;Sample;915;0.0577;-0.0714;-0.0129;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:55.8325
anonymous;Sample;917;0.0673;-0.0893;-0.0224;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:55.8602
anonymous;Sample;919;0.0765;-0.0942;-0.0334;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:55.8879
anonymous;Sample;921;0.0698;-0.0864;-0.0231;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:55.9165
anonymous;Sample;923;0.0681;-0.0857;-0.0217;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:55.9440
anonymous;Sample;925;0.0779;-0.1012;-0.0336;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:55.9719
anonymous;Sample;927;0.0719;-0.0926;-0.0246;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:56.0000
anonymous;Sample;929;0.0666;-0.0929;-0.0206;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:56.0267
anonymous;Sample;930;0.0707;-0.0950;-0.0247;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:56.0427
anonymous;Sample;932;0.0802;-0.1031;-0.0333;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:56.0697
anonymous;Sample;935;0.0753;-0.0932;-0.0194;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:56.1108
anonymous;Sample;937;0.0758;-0.0973;-0.0171;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:56.1379
anonymous;Sample;939;0.0816;-0.0956;-0.0131;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:56.1648
anonymous;Sample;941;0.0850;-0.1121;-0.0271;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:56.1941
anonymous;Sample;943;0.0886;-0.1068;-0.0213;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:56.2231
anonymous;Sample;945;0.0899;-0.1089;-0.0216;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:56.2491
anonymous;Sample;947;0.0784;-0.1123;-0.0159;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:56.2765
anonymous;Sample;949;0.0584;-0.1089;-0.0083;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:56.3042
anonymous;Sample;951;0.0042;-0.1080;0.0022;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:56.3326
anonymous;Sample;953;-0.0117;-0.1085;0.0016;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:56.3597
anonymous;Sample;955;-0.0214;-0.1083;0.0011;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:56.3879
anonymous;Sample;957;-0.0240;-0.1088;0.0009;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:56.4149
anonymous;Sample;959;-0.0173;-0.1088;0.0007;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:56.4429
anonymous;Sample;961;0.0007;-0.1078;-0.0008;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:56.4710
anonymous;Sample;963;0.0038;-0.1073;-0.0013;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:56.4982
anonymous;Sample;965;0.0031;-0.1069;-0.0012;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:56.5266
anonymous;Sample;967;0.0000;-0.1074;-0.0001;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:56.5542
anonymous;Sample;969;-0.0005;-0.1074;0.0002;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:56.5813
anonymous;Sample;971;-0.0001;-0.1073;0.0002;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:56.6095
anonymous;Sample;973;0.0000;-0.1073;0.0000;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:56.6381
anonymous;Sample;975;0.0001;-0.1073;-0.0001;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:56.6652
anonymous;Sample;977;0.0001;-0.1073;-0.0001;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:56.6927
anonymous;Sample;979;0.0000;-0.1073;0.0000;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:56.7210
anonymous;Sample;981;0.0000;-0.1073;0.0000;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:56.7486
anonymous;Sample;983;0.0000;-0.1073;0.0000;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:56.7773
anonymous;Sample;985;0.0000;-0.1073;0.0000;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:56.8044
anonymous;Sample;987;0.0000;-0.1073;0.0000;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:56.8325
anonymous;Sample;989;0.0000;-0.1073;0.0000;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:56.8598
anonymous;Sample;991;0.0000;-0.1073;0.0000;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:56.8879
anonymous;Sample;993;0.0000;-0.1073;0.0000;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:56.9150
anonymous;Sample;995;0.0000;-0.1073;0.0000;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:56.9426
anonymous;Sample;997;0.0000;-0.1073;0.0000;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:56.9711
anonymous;Sample;999;0.0000;-0.1073;0.0000;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:56.9996
anonymous;Sample;1001;0.0000;-0.1073;0.0000;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:57.0274
anonymous;Sample;1003;0.0000;-0.1073;0.0000;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:57.0546
anonymous;Sample;1005;0.0000;-0.1073;0.0000;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:57.0822
anonymous;Sample;1007;0.0000;-0.1073;0.0000;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:57.1097
anonymous;Sample;1009;0.0000;-0.1073;0.0000;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:57.1378
anonymous;Sample;1011;0.0000;-0.1073;0.0000;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:57.1654
anonymous;Sample;1013;0.0000;-0.1073;0.0000;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:57.1931
anonymous;Sample;1015;0.0000;-0.1073;0.0000;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:57.2210
anonymous;Sample;1017;0.0000;-0.1073;0.0000;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:57.2491
anonymous;Sample;1019;0.0000;-0.1073;0.0000;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:57.2765
anonymous;Sample;1021;0.0000;-0.1073;0.0000;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:57.3043
anonymous;Sample;1023;0.0000;-0.1073;0.0000;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:57.3327
anonymous;Sample;1025;0.0000;-0.1073;0.0000;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:57.3603
anonymous;Sample;1027;0.0000;-0.1073;0.0000;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:57.3885
anonymous;Sample;1029;0.0000;-0.1073;0.0000;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:57.4160
anonymous;Sample;1031;0.0000;-0.1073;0.0000;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:57.4437
anonymous;Sample;1033;0.0000;-0.1073;0.0000;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:57.4718
anonymous;Sample;1035;0.0000;-0.1073;0.0000;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:57.4988
anonymous;Sample;1037;0.0000;-0.1073;0.0000;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:57.5263
anonymous;Sample;1039;0.0000;-0.1073;0.0000;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:57.5551
anonymous;Sample;1041;0.0000;-0.1073;0.0000;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:57.5835
anonymous;Sample;1043;0.0000;-0.1073;0.0000;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:57.6100
anonymous;Sample;1045;0.0000;-0.1073;0.0000;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:57.6375
anonymous;Sample;1047;0.0000;-0.1073;0.0000;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:57.6667
anonymous;Sample;1048;0.0000;-0.1073;0.0000;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:57.6811
anonymous;Sample;1051;0.0000;-0.1073;0.0000;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:57.7223
anonymous;Sample;1053;0.0000;-0.1073;0.0000;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:57.7493
anonymous;Sample;1055;0.0000;-0.1073;0.0000;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:57.7790
anonymous;Sample;1057;0.0000;-0.1073;0.0000;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:57.8056
anonymous;Sample;1059;0.0000;-0.1073;0.0000;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:57.8321
anonymous;Sample;1061;0.0000;-0.1073;0.0000;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:57.8606
anonymous;Sample;1063;0.0000;-0.1073;0.0000;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:57.8864
anonymous;Sample;1065;0.0000;-0.1073;0.0000;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:57.9155
anonymous;Sample;1067;0.0000;-0.1073;0.0000;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:57.9425
anonymous;Sample;1069;0.0000;-0.1073;0.0000;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:57.9703
anonymous;Sample;1071;0.0000;-0.1073;0.0000;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:57.9984
anonymous;Sample;1073;0.0000;-0.1073;0.0000;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:58.0259
anonymous;Sample;1075;0.0000;-0.1073;0.0000;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:58.0549
anonymous;Sample;1077;0.0000;-0.1073;0.0000;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:58.0811
anonymous;Sample;1079;0.0000;-0.1073;0.0000;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:58.1096
anonymous;Sample;1081;0.0000;-0.1073;0.0000;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:58.1371
anonymous;Sample;1083;0.0000;-0.1073;0.0000;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:58.1645
anonymous;Sample;1085;0.0000;-0.1073;0.0000;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:58.1931
anonymous;Sample;1087;0.0000;-0.1073;0.0000;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:58.2196
anonymous;Sample;1089;0.0000;-0.1073;0.0000;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:58.2487
anonymous;Sample;1091;0.0000;-0.1073;0.0000;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:58.2764
anonymous;Sample;1093;0.0000;-0.1073;0.0000;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:58.3070
anonymous;Sample;1095;0.0000;-0.1073;0.0000;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:58.3397
anonymous;Sample;1097;0.0000;-0.1073;0.0000;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:58.3591
anonymous;Sample;1099;0.0000;-0.1073;0.0000;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:58.3869
anonymous;Sample;1101;0.0000;-0.1073;0.0000;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:58.4148
anonymous;Sample;1103;0.0000;-0.1073;0.0000;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:58.4428
anonymous;Sample;1105;0.0000;-0.1073;0.0000;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:58.4708
anonymous;Sample;1107;0.0000;-0.1073;0.0000;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:58.4973
anonymous;Sample;1109;0.0000;-0.1073;0.0000;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:14:58.5270
anonymous;Sample;1323;0.0000;-0.1073;0.0000;621acfc6-0c46-4724-9e7d-8b040eaeece4;2026-09-22 11:15:00.2515
